"Belgium-Luxembourg","1995","500200","Raw silk (not thrown)","Import","114772","7455","Weight in kilograms","7455"
"Belgium-Luxembourg","1995","500790","Woven fabric of silk, nes","Export","1418691","22430","Weight in kilograms","22430"
"Belize","1997","500790","Woven fabric of silk, nes","Import","435","0","Area in square metres","9"
"Benin","2008","500790","Woven fabric of silk, nes","Import","6302","9476","Weight in kilograms","9476"
"Bermuda","2014","500790","Woven fabric of silk, nes","Import","38232","23171","Weight in kilograms","23171"
"Bermuda","2010","500390","Silk waste, carded or combed","Import","229","","No Quantity",""
"Bhutan","2011","500500","Yarn spun from silk waste, not retail","Import","60392","1759","Weight in kilograms","1759"
"Bhutan","2009","500500","Yarn spun from silk waste, not retail","Import","3945","173","Weight in kilograms","173"
"Bhutan","2007","500600","Silk yarn retail, silk worm gut","Import","121186","6200","Weight in kilograms","6200"
"Bhutan","2005","500600","Silk yarn retail, silk worm gut","Import","138203","110240","Weight in kilograms","110240"
"Bhutan","1993","500710","Woven fabric of noil silk","Import","1058","0","Area in square metres","351"
"Bolivia (Plurinational State of)","2013","500790","Woven fabric of silk, nes","Import","38888","320","Weight in kilograms","320"
"Bolivia (Plurinational State of)","2010","500600","Silk yarn retail, silk worm gut","Import","4515","2374","Weight in kilograms","2374"
"Bolivia (Plurinational State of)","2007","500100","Silk-worm cocoons suitable for reeling","Import","161","207","Weight in kilograms","207"
"Bolivia (Plurinational State of)","2004","500400","Silk yarn (except from waste) not retail","Import","10","40","Weight in kilograms","40"
"Bolivia (Plurinational State of)","2000","500790","Woven fabric of silk, nes","Export","832","43","Weight in kilograms","43"
"Bolivia (Plurinational State of)","1995","500790","Woven fabric of silk, nes","Import","35828","2753","Weight in kilograms","2753"
"Bosnia Herzegovina","2014","500720","Woven fabric >85% silk (except noil silk)","Export","13522","34","Weight in kilograms","34"
"Bosnia Herzegovina","2012","500710","Woven fabric of noil silk","Export","5940","97","Weight in kilograms","97"
"Bosnia Herzegovina","2010","500720","Woven fabric >85% silk (except noil silk)","Import","256291","4084","Weight in kilograms","4084"
"Bosnia Herzegovina","2008","500790","Woven fabric of silk, nes","Import","50051","1055","Weight in kilograms","1055"
"Bosnia Herzegovina","2005","500400","Silk yarn (except from waste) not retail","Import","617","149","Weight in kilograms","149"
"Bosnia Herzegovina","2003","500710","Woven fabric of noil silk","Import","14477","968","Weight in kilograms","968"
"Botswana","2012","500710","Woven fabric of noil silk","Export","21","1","Weight in kilograms","1"
"Botswana","2010","500790","Woven fabric of silk, nes","Import","47020","7437","Weight in kilograms","7437"
"Botswana","2008","500720","Woven fabric >85% silk (except noil silk)","Import","18994","4274","Weight in kilograms","4274"
"Botswana","2006","500600","Silk yarn retail, silk worm gut","Import","139","15","Weight in kilograms","15"
"Botswana","2004","500100","Silk-worm cocoons suitable for reeling","Import","1811","","No Quantity",""
"Botswana","2003","500500","Yarn spun from silk waste, not retail","Import","17149","1300","Weight in kilograms","1300"
"Botswana","2001","500390","Silk waste, carded or combed","Import","2567","667","Weight in kilograms","667"
"Brazil","2014","500200","Raw silk (not thrown)","Import","4077497","64839","Weight in kilograms","64839"
"Brazil","2013","500400","Silk yarn (except from waste) not retail","Export","35230835","432825","Weight in kilograms","432825"
"Brazil","2012","500500","Yarn spun from silk waste, not retail","Export","152060","2431","Weight in kilograms","2431"
"Brazil","2011","500600","Silk yarn retail, silk worm gut","Import","80016","2668","Weight in kilograms","2668"
