시도명,구시군명,읍면동명,선거인수,투표수,후보자별 득표수,,,,,,"무효
투표수",기권수,계
,,,,,"새누리당
박근혜","민주통합당
문재인","무소속
박종선","무소속
김소연","무소속
강지원","무소속
김순자",,,
전라남도,여수시,여서동,"17,314","13,891","1,115","12,711",1,3,14,11,36,"3,423","17,314"
전라남도,여수시,문수동,"17,347","13,499","1,083","12,345",2,0,13,12,44,"3,848","17,347"
전라남도,여수시,미평동,"10,296","7,949",659,"7,214",4,3,13,9,47,"2,347","10,296"
전라남도,여수시,둔덕동,"8,379","6,719",532,"6,141",5,3,7,1,30,"1,660","8,379"
전라남도,여수시,만덕동,"4,887","3,704",299,"3,360",4,0,10,4,27,"1,183","4,887"
전라남도,여수시,쌍봉동,"26,185","20,897","1,865","18,890",4,4,20,13,101,"5,288","26,185"
전라남도,여수시,시전동,"16,274","12,801","1,064","11,614",16,3,16,15,73,"3,473","16,274"
전라남도,여수시,여천동,"17,073","13,204","1,147","11,908",2,3,17,17,110,"3,869","17,073"
전라남도,여수시,주삼동,"5,862","4,813",351,"4,423",1,1,6,2,29,"1,049","5,862"
전라남도,여수시,삼일동,"2,489","1,841",138,"1,685",0,0,7,0,11,648,"2,489"
전라남도,여수시,묘도동,"1,135",885,56,822,0,1,2,0,4,250,"1,135"
전라남도,순천시,승주읍,"2,875","2,048",188,"1,816",0,3,8,12,21,827,"2,875"
전라남도,순천시,주암면,"3,323","2,473",256,"2,170",2,0,8,13,24,850,"3,323"
전라남도,순천시,송광면,"1,649","1,221",124,"1,076",0,2,4,4,11,428,"1,649"
전라남도,순천시,외서면,930,686,49,618,1,0,2,5,11,244,930
전라남도,순천시,낙안면,"3,241","2,459",186,"2,222",2,1,13,9,26,782,"3,241"
전라남도,순천시,별량면,"5,648","4,141",370,"3,718",1,2,16,7,27,"1,507","5,648"
전라남도,순천시,상사면,"2,522","1,886",196,"1,659",2,3,9,4,13,636,"2,522"
전라남도,순천시,해룡면,"18,597","14,777",985,"13,713",2,2,21,4,50,"3,820","18,597"
전라남도,순천시,서면,"9,477","7,399",617,"6,720",2,4,11,8,37,"2,078","9,477"
전라남도,순천시,황전면,"3,161","2,368",230,"2,106",2,0,5,8,17,793,"3,161"
전라남도,순천시,월등면,"1,842","1,444",155,"1,268",1,0,8,3,9,398,"1,842"
전라남도,순천시,향동,"4,292","3,202",308,"2,862",1,1,11,6,13,"1,090","4,292"
전라남도,순천시,매곡동,"5,630","4,201",433,"3,737",1,1,10,5,14,"1,429","5,630"
전라남도,순천시,삼산동,"16,925","13,711","1,127","12,514",1,7,17,12,33,"3,214","16,925"
전라남도,순천시,조곡동,"6,151","4,755",455,"4,277",0,1,6,3,13,"1,396","6,151"
전라남도,순천시,덕연동,"35,702","29,164","2,292","26,779",4,7,24,5,53,"6,538","35,702"
전라남도,순천시,풍덕동,"7,624","5,954",539,"5,386",1,2,11,0,15,"1,670","7,624"
전라남도,순천시,남제동,"8,988","6,764",597,"6,133",1,2,6,3,22,"2,224","8,988"
전라남도,순천시,저전동,"2,941","2,303",235,"2,054",1,3,4,0,6,638,"2,941"
전라남도,순천시,장천동,"2,829","2,008",248,"1,747",1,0,5,0,7,821,"2,829"
전라남도,순천시,중앙동,"3,538","2,589",268,"2,313",1,0,1,0,6,949,"3,538"
전라남도,순천시,도사동,"7,560","5,766",416,"5,308",4,1,14,2,21,"1,794","7,560"
전라남도,순천시,왕조1동,"29,525","23,676","2,226","21,339",6,9,31,12,53,"5,849","29,525"
전라남도,순천시,왕조2동,"15,136","12,597",920,"11,630",1,3,8,4,31,"2,539","15,136"
전라남도,나주시,남평읍,"6,568","5,067",323,"4,683",5,3,21,6,26,"1,501","6,568"
전라남도,나주시,세지면,"2,840","2,101",167,"1,899",0,1,7,7,20,739,"2,840"
전라남도,나주시,왕곡면,"3,129","2,445",224,"2,181",3,0,10,8,19,684,"3,129"
전라남도,나주시,반남면,"1,605","1,220",88,"1,106",0,1,9,6,10,385,"1,605"
전라남도,나주시,공산면,"2,429","1,925",169,"1,710",0,3,18,9,16,504,"2,429"
전라남도,나주시,동강면,"2,790","2,074",150,"1,869",3,3,10,11,28,716,"2,790"
전라남도,나주시,다시면,"3,788","2,890",242,"2,594",2,0,14,11,27,898,"3,788"
전라남도,나주시,문평면,"2,066","1,592",166,"1,404",2,0,6,5,9,474,"2,066"
전라남도,나주시,노안면,"4,651","3,532",261,"3,219",4,3,17,7,21,"1,119","4,651"
전라남도,나주시,금천면,"4,422","3,464",250,"3,172",3,0,10,11,18,958,"4,422"
전라남도,나주시,산포면,"3,515","2,769",205,"2,521",1,1,15,8,18,746,"3,515"
전라남도,나주시,다도면,"1,816","1,383",96,"1,243",2,1,18,4,19,433,"1,816"
전라남도,나주시,봉황면,"4,322","3,236",218,"2,946",2,3,30,6,31,"1,086","4,322"
전라남도,나주시,송월동,"4,953","3,916",346,"3,545",2,1,9,7,6,"1,037","4,953"
전라남도,나주시,영강동,"2,812","2,075",194,"1,869",2,0,4,0,6,737,"2,812"
전라남도,나주시,금남동,"5,323","4,046",463,"3,548",1,0,11,3,20,"1,277","5,323"
전라남도,나주시,성북동,"7,019","5,506",535,"4,938",1,1,10,8,13,"1,513","7,019"
전라남도,나주시,영산동,"3,397","2,406",222,"2,155",1,1,7,6,14,991,"3,397"
전라남도,나주시,이창동,"3,249","2,375",230,"2,117",3,1,4,5,15,874,"3,249"
전라남도,광양시,광양읍,"34,270","26,531","2,656","23,713",2,9,41,13,97,"7,739","34,270"
전라남도,광양시,봉강면,"1,912","1,492",166,"1,299",1,1,10,6,9,420,"1,912"
전라남도,광양시,옥룡면,"2,818","2,176",250,"1,885",1,1,10,6,23,642,"2,818"
전라남도,광양시,옥곡면,"3,226","2,505",239,"2,224",0,2,16,8,16,721,"3,226"
전라남도,광양시,진상면,"2,945","2,277",239,"1,982",1,2,15,12,26,668,"2,945"
전라남도,광양시,진월면,"3,092","2,317",311,"1,958",3,1,21,8,15,775,"3,092"
전라남도,광양시,다압면,"1,646","1,265",192,"1,052",1,2,4,3,11,381,"1,646"
전라남도,광양시,골약동,"2,238","1,745",188,"1,533",0,0,9,5,10,493,"2,238"
전라남도,광양시,중마동,"34,071","26,394","3,996","22,297",3,5,25,10,58,"7,677","34,071"
전라남도,광양시,광영동,"9,366","6,802","1,239","5,519",4,0,13,9,18,"2,564","9,366"
전라남도,광양시,태인동,"2,094","1,588",189,"1,375",1,2,4,6,11,506,"2,094"
전라남도,광양시,금호동,"10,501","8,842","2,472","6,328",1,0,22,2,17,"1,659","10,501"
전라남도,담양군,담양읍,"10,957","8,419",901,"7,420",6,3,36,12,41,"2,538","10,957"
전라남도,담양군,봉산면,"2,533","1,997",183,"1,784",0,2,12,5,11,536,"2,533"
전라남도,담양군,고서면,"3,054","2,386",193,"2,161",2,1,8,8,13,668,"3,054"
전라남도,담양군,남면,"1,253",999,103,875,1,0,14,1,5,254,"1,253"
전라남도,담양군,창평면,"3,393","2,577",197,"2,333",0,0,10,11,26,816,"3,393"
전라남도,담양군,대덕면,"1,753","1,325",129,"1,172",0,1,13,1,9,428,"1,753"
전라남도,담양군,무정면,"2,369","1,833",173,"1,621",2,1,20,5,11,536,"2,369"
전라남도,담양군,금성면,"2,497","1,932",161,"1,721",0,3,21,4,22,565,"2,497"
전라남도,담양군,용면,"1,651","1,313",147,"1,133",3,1,9,7,13,338,"1,651"
전라남도,담양군,월산면,"2,268","1,805",163,"1,589",1,6,12,7,27,463,"2,268"
전라남도,담양군,수북면,"3,515","2,784",197,"2,532",3,3,19,2,28,731,"3,515"
전라남도,담양군,대전면,"3,626","2,833",209,"2,582",0,1,15,8,18,793,"3,626"
전라남도,장성군,장성읍,"10,412","7,818",810,"6,920",4,5,23,16,40,"2,594","10,412"
전라남도,장성군,진원면,"2,749","2,178",191,"1,956",1,2,5,11,12,571,"2,749"
전라남도,장성군,남면,"3,179","2,469",166,"2,267",2,2,12,6,14,710,"3,179"
전라남도,장성군,동화면,"1,770","1,350",143,"1,186",1,0,9,6,5,420,"1,770"
전라남도,장성군,삼서면,"2,837","2,170",186,"1,942",0,0,20,3,19,667,"2,837"
전라남도,장성군,삼계면,"4,817","3,670",900,"2,735",2,1,16,5,11,"1,147","4,817"
전라남도,장성군,황룡면,"3,611","2,678",287,"2,344",2,1,20,5,19,933,"3,611"
전라남도,장성군,서삼면,"1,385","1,057",110,927,0,2,6,2,10,328,"1,385"
전라남도,장성군,북일면,"1,356","1,046",87,929,1,4,12,4,9,310,"1,356"
전라남도,장성군,북이면,"2,705","2,072",194,"1,838",1,2,13,8,16,633,"2,705"
전라남도,장성군,북하면,"2,175","1,577",182,"1,333",6,1,9,14,32,598,"2,175"
전라남도,곡성군,곡성읍,"6,415","4,943",607,"4,245",4,4,23,20,40,"1,472","6,415"
전라남도,곡성군,오곡면,"1,863","1,468",170,"1,276",0,0,7,5,10,395,"1,863"
전라남도,곡성군,삼기면,"1,606","1,232",145,"1,048",1,0,17,4,17,374,"1,606"
전라남도,곡성군,석곡면,"2,270","1,735",190,"1,507",0,1,10,10,17,535,"2,270"
전라남도,곡성군,목사동면,"1,342",996,195,778,1,1,8,3,10,346,"1,342"
전라남도,곡성군,죽곡면,"1,717","1,325",135,"1,153",3,0,15,7,12,392,"1,717"
전라남도,곡성군,고달면,"1,163",911,87,799,1,0,10,5,9,252,"1,163"
전라남도,곡성군,옥과면,"3,335","2,554",192,"2,319",1,1,10,11,20,781,"3,335"
전라남도,곡성군,입면,"2,320","1,866",147,"1,682",1,1,12,1,22,454,"2,320"
전라남도,곡성군,겸면,"1,679","1,301",124,"1,145",0,0,3,7,22,378,"1,679"
전라남도,곡성군,오산면,"1,384","1,051",109,911,0,0,8,11,12,333,"1,384"
전라남도,구례군,구례읍,"8,621","6,631",837,"5,743",2,3,10,7,29,"1,990","8,621"
전라남도,구례군,문척면,"1,071",837,95,723,0,1,5,4,9,234,"1,071"
전라남도,구례군,간전면,"1,403","1,089",160,904,2,0,6,7,10,314,"1,403"
전라남도,구례군,토지면,"2,202","1,690",209,"1,440",1,1,14,8,17,512,"2,202"
전라남도,구례군,마산면,"2,387","1,814",251,"1,541",0,1,3,3,15,573,"2,387"
전라남도,구례군,광의면,"2,153","1,673",189,"1,453",0,2,4,8,17,480,"2,153"
전라남도,구례군,용방면,"1,308","1,053",125,904,1,0,4,1,18,255,"1,308"
전라남도,구례군,산동면,"2,698","2,041",229,"1,772",3,1,9,9,18,657,"2,698"
전라남도,고흥군,고흥읍,"9,036","6,836",763,"5,995",2,8,28,10,30,"2,200","9,036"
전라남도,고흥군,도양읍,"9,230","6,976",862,"6,030",6,1,19,11,47,"2,254","9,230"
전라남도,고흥군,풍양면,"3,315","2,595",236,"2,318",1,0,8,7,25,720,"3,315"
전라남도,고흥군,도덕면,"2,944","2,323",183,"2,084",1,1,16,12,26,621,"2,944"
전라남도,고흥군,금산면,"4,252","3,227",264,"2,879",0,0,20,15,49,"1,025","4,252"
전라남도,고흥군,도화면,"3,922","2,923",296,"2,517",0,6,36,19,49,999,"3,922"
전라남도,고흥군,포두면,"5,046","3,758",333,"3,338",1,2,25,10,49,"1,288","5,046"
전라남도,고흥군,봉래면,"1,932","1,346",231,"1,081",2,0,15,8,9,586,"1,932"
전라남도,고흥군,동일면,"1,446","1,055",123,901,1,0,8,11,11,391,"1,446"
전라남도,고흥군,점암면,"2,743","2,094",252,"1,778",2,3,16,11,32,649,"2,743"
전라남도,고흥군,영남면,"1,361","1,057",100,921,1,1,8,14,12,304,"1,361"
전라남도,고흥군,과역면,"3,296","2,490",285,"2,160",1,2,11,8,23,806,"3,296"
전라남도,고흥군,남양면,"2,335","1,742",187,"1,492",2,1,24,7,29,593,"2,335"
전라남도,고흥군,동강면,"3,073","2,373",219,"2,098",2,0,18,11,25,700,"3,073"
전라남도,고흥군,대서면,"2,336","1,789",130,"1,617",2,2,11,5,22,547,"2,336"
전라남도,고흥군,두원면,"3,151","2,405",229,"2,108",4,0,17,7,40,746,"3,151"
전라남도,보성군,보성읍,"7,328","5,499",706,"4,712",7,6,21,9,38,"1,829","7,328"
전라남도,보성군,벌교읍,"11,775","8,523",909,"7,475",4,6,33,30,66,"3,252","11,775"
전라남도,보성군,노동면,"1,046",819,99,688,1,1,14,6,10,227,"1,046"
전라남도,보성군,미력면,"1,406","1,103",122,952,3,1,4,6,15,303,"1,406"
전라남도,보성군,겸백면,"1,212",926,109,799,3,0,3,2,10,286,"1,212"
전라남도,보성군,율어면,"1,241",935,86,818,2,1,11,4,13,306,"1,241"
전라남도,보성군,복내면,"1,642","1,231",134,"1,064",1,1,12,6,13,411,"1,642"
전라남도,보성군,문덕면,852,658,94,551,1,0,1,3,8,194,852
전라남도,보성군,조성면,"3,717","2,790",290,"2,444",1,1,19,11,24,927,"3,717"
전라남도,보성군,득량면,"4,001","2,946",344,"2,530",2,3,13,18,36,"1,055","4,001"
전라남도,보성군,회천면,"2,909","2,134",266,"1,817",2,1,20,8,20,775,"2,909"
전라남도,보성군,웅치면,"1,113",880,69,783,0,0,7,4,17,233,"1,113"
전라남도,화순군,화순읍,"29,773","23,297","1,888","21,077",36,11,44,19,222,"6,476","29,773"
전라남도,화순군,한천면,"1,363","1,034",101,899,4,0,8,6,16,329,"1,363"
전라남도,화순군,춘양면,"1,923","1,429",113,"1,261",4,2,20,11,18,494,"1,923"
전라남도,화순군,청풍면,"1,119",885,90,745,2,1,17,9,21,234,"1,119"
전라남도,화순군,이양면,"1,889","1,395",104,"1,238",1,2,20,11,19,494,"1,889"
전라남도,화순군,능주면,"2,817","2,107",208,"1,856",2,2,13,7,19,710,"2,817"
전라남도,화순군,도곡면,"2,635","2,060",168,"1,836",2,2,21,5,26,575,"2,635"
전라남도,화순군,도암면,"1,441","1,090",124,936,1,1,14,5,9,351,"1,441"
전라남도,화순군,이서면,908,706,51,637,0,0,5,3,10,202,908
전라남도,화순군,북면,"1,630","1,229",80,"1,096",3,0,29,8,13,401,"1,630"
전라남도,화순군,동복면,"1,662","1,215",119,"1,048",3,3,11,9,22,447,"1,662"
전라남도,화순군,남면,"2,181","1,643",157,"1,433",1,0,18,11,23,538,"2,181"
전라남도,화순군,동면,"3,271","2,384",226,"2,084",2,4,17,10,41,887,"3,271"
전라남도,장흥군,장흥읍,"11,212","8,506",924,"7,484",4,5,25,18,46,"2,706","11,212"
전라남도,장흥군,관산읍,"5,051","3,734",322,"3,340",3,2,24,7,36,"1,317","5,051"
전라남도,장흥군,대덕읍,"3,418","2,557",321,"2,163",1,1,22,12,37,861,"3,418"
전라남도,장흥군,용산면,"2,270","1,732",164,"1,531",4,5,13,5,10,538,"2,270"
전라남도,장흥군,안양면,"2,704","2,065",190,"1,827",1,3,17,6,21,639,"2,704"
전라남도,장흥군,장동면,"1,265",988,97,865,0,0,12,5,9,277,"1,265"
전라남도,장흥군,장평면,"2,100","1,611",135,"1,423",3,2,15,10,23,489,"2,100"
전라남도,장흥군,유치면,"1,074",810,134,660,0,0,7,2,7,264,"1,074"
전라남도,장흥군,부산면,"1,381","1,062",82,956,1,0,11,6,6,319,"1,381"
전라남도,장흥군,회진면,"2,745","2,100",230,"1,816",2,0,24,6,22,645,"2,745"
전라남도,강진군,강진읍,"11,094","8,057","1,024","6,945",7,6,20,14,41,"3,037","11,094"
전라남도,강진군,군동면,"3,547","2,641",312,"2,268",4,3,14,9,31,906,"3,547"
전라남도,강진군,칠량면,"2,368","1,745",215,"1,495",2,1,11,1,20,623,"2,368"
전라남도,강진군,대구면,"1,211",903,122,752,2,0,13,1,13,308,"1,211"
전라남도,강진군,마량면,"1,780","1,312",144,"1,146",0,0,5,6,11,468,"1,780"
전라남도,강진군,도암면,"2,640","1,916",235,"1,634",3,0,12,8,24,724,"2,640"
전라남도,강진군,신전면,"1,793","1,381",153,"1,198",1,0,7,7,15,412,"1,793"
전라남도,강진군,성전면,"2,736","2,046",212,"1,805",1,3,6,2,17,690,"2,736"
전라남도,강진군,작천면,"1,957","1,483",155,"1,299",1,1,9,5,13,474,"1,957"
전라남도,강진군,병영면,"1,762","1,278",178,"1,076",2,1,5,3,13,484,"1,762"
전라남도,강진군,옴천면,699,518,60,446,2,0,4,0,6,181,699
전라남도,완도군,완도읍,"14,309","10,553","1,078","9,364",2,6,37,11,55,"3,756","14,309"
전라남도,완도군,금일읍,"3,215","2,341",140,"2,140",1,1,24,5,30,874,"3,215"
전라남도,완도군,노화읍,"4,650","3,473",214,"3,179",0,2,24,16,38,"1,177","4,650"
전라남도,완도군,군외면,"3,029","2,210",318,"1,847",1,1,14,5,24,819,"3,029"
전라남도,완도군,신지면,"3,111","2,378",177,"2,165",0,2,9,4,21,733,"3,111"
전라남도,완도군,고금면,"3,836","2,928",262,"2,596",1,2,20,7,40,908,"3,836"
전라남도,완도군,약산면,"2,163","1,689",153,"1,488",0,0,13,12,23,474,"2,163"
전라남도,완도군,청산면,"2,147","1,580",176,"1,343",1,2,16,13,29,567,"2,147"
전라남도,완도군,소안면,"2,223","1,741",141,"1,547",1,0,11,9,32,482,"2,223"
전라남도,완도군,금당면,941,709,60,628,0,3,5,7,6,232,941
전라남도,완도군,보길면,"2,379","1,828",136,"1,640",0,2,15,12,23,551,"2,379"
전라남도,완도군,생일면,671,493,46,421,0,2,11,5,8,178,671
전라남도,해남군,해남읍,"17,227","12,684","1,246","11,317",9,6,27,20,59,"4,543","17,227"
전라남도,해남군,삼산면,"2,883","2,064",213,"1,815",2,3,8,4,19,819,"2,883"
전라남도,해남군,화산면,"3,370","2,417",237,"2,128",1,2,16,9,24,953,"3,370"
전라남도,해남군,현산면,"3,008","2,162",211,"1,900",2,0,10,6,33,846,"3,008"
전라남도,해남군,송지면,"5,847","4,187",371,"3,718",2,3,28,12,53,"1,660","5,847"
전라남도,해남군,북평면,"2,774","2,065",191,"1,827",3,4,14,3,23,709,"2,774"
전라남도,해남군,북일면,"2,047","1,577",122,"1,426",2,0,7,6,14,470,"2,047"
전라남도,해남군,옥천면,"3,027","2,208",265,"1,893",0,3,17,7,23,819,"3,027"
전라남도,해남군,계곡면,"2,258","1,690",182,"1,469",2,0,13,9,15,568,"2,258"
전라남도,해남군,마산면,"2,440","1,824",164,"1,626",1,1,13,4,15,616,"2,440"
전라남도,해남군,황산면,"5,127","3,604",344,"3,197",0,2,19,4,38,"1,523","5,127"
전라남도,해남군,산이면,"4,099","2,831",208,"2,566",2,1,17,8,29,"1,268","4,099"
전라남도,해남군,문내면,"3,956","2,831",236,"2,528",3,2,17,8,37,"1,125","3,956"
전라남도,해남군,화원면,"3,838","2,672",259,"2,358",1,5,18,11,20,"1,166","3,838"
전라남도,진도군,진도읍,"7,815","5,801",620,"5,107",6,2,22,11,33,"2,014","7,815"
전라남도,진도군,군내면,"2,855","2,137",223,"1,861",2,1,18,8,24,718,"2,855"
전라남도,진도군,고군면,"3,339","2,475",209,"2,204",0,3,17,17,25,864,"3,339"
전라남도,진도군,의신면,"3,393","2,531",254,"2,219",2,2,21,10,23,862,"3,393"
전라남도,진도군,임회면,"3,299","2,429",215,"2,159",1,3,14,13,24,870,"3,299"
전라남도,진도군,지산면,"3,231","2,368",219,"2,070",1,0,21,18,39,863,"3,231"
전라남도,진도군,조도면,"2,714","1,699",166,"1,458",2,5,20,18,30,"1,015","2,714"
전라남도,영암군,영암읍,"6,658","4,940",628,"4,259",3,1,14,6,29,"1,718","6,658"
전라남도,영암군,삼호읍,"15,737","11,387","1,208","10,099",0,6,19,11,44,"4,350","15,737"
전라남도,영암군,덕진면,"1,786","1,377",169,"1,180",2,3,8,3,12,409,"1,786"
전라남도,영암군,금정면,"1,949","1,480",157,"1,279",3,1,13,11,16,469,"1,949"
전라남도,영암군,신북면,"3,812","2,883",236,"2,604",1,4,11,9,18,929,"3,812"
전라남도,영암군,시종면,"3,830","2,716",214,"2,449",1,0,7,11,34,"1,114","3,830"
전라남도,영암군,도포면,"2,301","1,735",170,"1,527",4,1,11,5,17,566,"2,301"
전라남도,영암군,군서면,"3,101","2,397",258,"2,104",5,1,4,4,21,704,"3,101"
전라남도,영암군,서호면,"1,939","1,444",207,"1,209",1,0,5,7,15,495,"1,939"
전라남도,영암군,학산면,"2,928","2,159",254,"1,874",0,1,5,7,18,769,"2,928"
전라남도,영암군,미암면,"2,248","1,703",166,"1,514",0,0,5,2,16,545,"2,248"
전라남도,무안군,무안읍,"8,510","6,537",575,"5,898",2,5,21,9,27,"1,973","8,510"
전라남도,무안군,일로읍,"6,459","4,834",342,"4,428",2,9,21,10,22,"1,625","6,459"
전라남도,무안군,삼향읍,"17,435","13,988","1,065","12,840",2,5,20,14,42,"3,447","17,435"
전라남도,무안군,몽탄면,"3,287","2,527",208,"2,273",0,2,15,11,18,760,"3,287"
전라남도,무안군,청계면,"6,005","4,571",340,"4,173",2,1,16,9,30,"1,434","6,005"
전라남도,무안군,현경면,"4,869","3,633",374,"3,200",3,3,18,13,22,"1,236","4,869"
전라남도,무안군,망운면,"2,077","1,567",183,"1,358",1,2,13,4,6,510,"2,077"
전라남도,무안군,해제면,"5,178","3,862",406,"3,386",1,4,23,17,25,"1,316","5,178"
전라남도,무안군,운남면,"3,052","2,230",232,"1,954",1,1,11,15,16,822,"3,052"
전라남도,영광군,영광읍,"15,688","11,506","1,278","10,120",4,3,33,27,41,"4,182","15,688"
전라남도,영광군,백수읍,"4,580","3,403",378,"2,933",2,6,37,16,31,"1,177","4,580"
전라남도,영광군,홍농읍,"5,582","4,235",371,"3,781",2,3,42,13,23,"1,347","5,582"
전라남도,영광군,대마면,"1,567","1,194",109,"1,051",2,1,11,9,11,373,"1,567"
전라남도,영광군,묘량면,"1,680","1,315",158,"1,118",0,0,22,5,12,365,"1,680"
전라남도,영광군,불갑면,"1,225",984,96,857,0,1,15,5,10,241,"1,225"
전라남도,영광군,군서면,"2,130","1,654",160,"1,458",2,1,17,6,10,476,"2,130"
전라남도,영광군,군남면,"2,420","1,870",198,"1,612",1,1,28,12,18,550,"2,420"
전라남도,영광군,염산면,"4,044","2,947",325,"2,544",3,2,37,11,25,"1,097","4,044"
전라남도,영광군,법성면,"5,187","3,704",395,"3,232",2,3,43,11,18,"1,483","5,187"
전라남도,영광군,낙월면,503,258,50,196,1,0,7,2,2,245,503
전라남도,함평군,함평읍,"7,041","5,303",517,"4,705",2,3,23,14,39,"1,738","7,041"
전라남도,함평군,손불면,"3,346","2,462",160,"2,251",3,5,17,10,16,884,"3,346"
전라남도,함평군,신광면,"1,737","1,297",98,"1,165",0,1,14,6,13,440,"1,737"
전라남도,함평군,학교면,"3,745","2,762",240,"2,461",2,0,18,15,26,983,"3,745"
전라남도,함평군,엄다면,"1,871","1,492",131,"1,333",1,3,5,6,13,379,"1,871"
전라남도,함평군,대동면,"2,617","2,011",170,"1,798",3,1,15,12,12,606,"2,617"
전라남도,함평군,나산면,"2,688","2,014",167,"1,798",2,5,17,5,20,674,"2,688"
전라남도,함평군,해보면,"2,641","2,037",127,"1,876",1,0,11,4,18,604,"2,641"
전라남도,함평군,월야면,"3,623","2,809",176,"2,572",2,2,16,11,30,814,"3,623"
전라남도,신안군,지도읍,"4,224","3,014",265,"2,671",3,2,27,12,34,"1,210","4,224"
전라남도,신안군,압해읍,"5,524","4,061",466,"3,529",7,4,15,11,29,"1,463","5,524"
전라남도,신안군,증도면,"1,753","1,198",117,"1,056",1,2,9,6,7,555,"1,753"
전라남도,신안군,임자면,"2,864","1,953",160,"1,743",1,3,14,10,22,911,"2,864"
전라남도,신안군,자은면,"2,051","1,408",125,"1,257",1,1,7,1,16,643,"2,051"
전라남도,신안군,비금면,"3,225","2,266",217,"1,996",1,4,18,10,20,959,"3,225"
전라남도,신안군,도초면,"2,472","1,700",196,"1,455",2,3,8,6,30,772,"2,472"
전라남도,신안군,흑산면,"3,494","1,971",234,"1,683",0,5,17,9,23,"1,523","3,494"
전라남도,신안군,하의면,"1,662","1,071",91,942,3,2,17,4,12,591,"1,662"
전라남도,신안군,신의면,"1,487",982,152,809,1,1,5,4,10,505,"1,487"
전라남도,신안군,장산면,"1,490","1,032",163,832,1,3,12,6,15,458,"1,490"
전라남도,신안군,안좌면,"2,975","2,027",313,"1,642",2,2,30,11,27,948,"2,975"
전라남도,신안군,팔금면,"1,046",757,85,642,3,2,8,3,14,289,"1,046"
전라남도,신안군,암태면,"1,865","1,314",131,"1,154",0,1,9,9,10,551,"1,865"
경상북도,포항시북구,흥해읍,"27,428","21,244","17,629","3,443",9,4,30,57,72,"6,184","27,428"
경상북도,포항시북구,신광면,"2,718","2,203","1,938",213,3,0,4,19,26,515,"2,718"
경상북도,포항시북구,청하면,"4,772","3,684","3,171",456,3,3,6,19,26,"1,088","4,772"
경상북도,포항시북구,송라면,"2,573","2,012","1,772",205,0,4,1,15,15,561,"2,573"
경상북도,포항시북구,기계면,"4,808","3,826","3,313",438,4,2,4,36,29,982,"4,808"
경상북도,포항시북구,죽장면,"2,556","2,034","1,773",221,0,0,6,19,15,522,"2,556"
경상북도,포항시북구,기북면,"1,184",957,840,89,0,2,2,15,9,227,"1,184"
경상북도,포항시북구,중앙동,"15,812","11,720","9,887","1,786",5,2,7,9,24,"4,092","15,812"
경상북도,포항시북구,양학동,"14,597","11,692","8,876","2,767",1,1,12,13,22,"2,905","14,597"
경상북도,포항시북구,죽도동,"19,006","14,021","11,829","2,130",3,3,9,17,30,"4,985","19,006"
경상북도,포항시북구,용흥동,"19,886","15,685","12,567","3,047",3,2,15,16,35,"4,201","19,886"
경상북도,포항시북구,우창동,"21,034","16,359","12,758","3,533",2,5,14,16,31,"4,675","21,034"
경상북도,포항시북구,두호동,"19,230","15,374","12,182","3,137",2,4,17,17,15,"3,856","19,230"
경상북도,포항시북구,장량동,"38,855","30,665","22,907","7,650",3,9,32,13,51,"8,190","38,855"
경상북도,포항시북구,환여동,"8,454","6,822","5,220","1,568",3,5,6,2,18,"1,632","8,454"
경상북도,포항시남구,구룡포읍,"8,700","6,142","5,479",572,3,2,5,36,45,"2,558","8,700"
경상북도,포항시남구,연일읍,"25,414","20,297","15,794","4,394",4,3,24,26,52,"5,117","25,414"
경상북도,포항시남구,오천읍,"36,361","27,061","20,792","6,124",9,6,28,38,64,"9,300","36,361"
경상북도,포항시남구,대송면,"4,323","3,365","2,826",507,2,2,4,12,12,958,"4,323"
경상북도,포항시남구,동해면,"9,154","6,926","5,627","1,222",5,6,10,29,27,"2,228","9,154"
경상북도,포항시남구,장기면,"4,691","3,564","3,093",376,0,0,4,38,53,"1,127","4,691"
경상북도,포항시남구,호미곶면,"2,143","1,640","1,507",104,0,1,1,13,14,503,"2,143"
경상북도,포항시남구,상대동,"23,419","17,599","14,610","2,921",1,4,15,13,35,"5,820","23,419"
경상북도,포항시남구,해도동,"18,793","13,736","11,606","2,073",1,2,12,14,28,"5,057","18,793"
경상북도,포항시남구,송도동,"14,750","11,187","9,725","1,399",3,2,11,14,33,"3,563","14,750"
경상북도,포항시남구,청림동,"5,459","4,157","3,297",817,1,1,8,13,20,"1,302","5,459"
경상북도,포항시남구,제철동,"2,693","2,172","1,572",591,0,0,0,2,7,521,"2,693"
경상북도,포항시남구,효곡동,"21,719","18,067","12,038","5,920",4,9,43,18,35,"3,652","21,719"
경상북도,포항시남구,대이동,"15,122","12,199","8,915","3,228",0,4,20,8,24,"2,923","15,122"
경상북도,울릉군,울릉읍,"5,872","3,683","3,004",658,1,1,2,6,11,"2,189","5,872"
경상북도,울릉군,서면,"1,331",892,746,139,0,0,2,5,0,439,"1,331"
경상북도,울릉군,북면,"1,203",810,654,140,1,0,1,8,6,393,"1,203"
경상북도,경주시,감포읍,"5,619","3,998","3,480",447,1,2,2,31,35,"1,621","5,619"
